Area_sqft,Bedrooms,Bathrooms,Age_years,Distance_to_City_km,Price_Lakhs
868.7281286080902,2.0,3.0,23.0,32.47614383500938,50.10059679975701
798.5054561385803,1.0,1.0,20.0,19.227677910063814,24.968286364878495
1181.153930593379,3.0,2.0,43.0,37.99372923228291,109.92622987452282
1336.7411766906382,5.0,,,30.99457606861368,
1552.03036750514,2.0,1.0,39.0,17.881027788394803,77.94760187365904
1582.9784872370883,,,7.0,35.58862300619199,208.3109838712806
2300.9538255084644,3.0,2.0,1.0,21.638968291707894,137.28916003027697
,5.0,1.0,19.0,22.809215640584384,
2032.2113442054538,5.0,1.0,,5.278884645365729,73.47537322931421
1480.3353326775423,,3.0,,,102.89485958517608
2224.4518058128806,2.0,3.0,23.0,,188.3342141690921
564.8012606263995,,,2.0,19.73216577428334,85.00516730117401
1200.6341166607854,3.0,1.0,10.0,39.52271131168817,
1991.5166981296204,2.0,1.0,42.0,33.20452265239735,208.75604313748659
1414.2019973716422,1.0,3.0,47.0,5.491830245075311,-22.81379616155118
1965.7648066939828,,3.0,,31.162047520682826,-8.287700166237713
1692.5330513886356,2.0,,16.0,10.186299535090068,
1972.938491856517,3.0,3.0,,,102.34106598232744
1806.5338640144216,3.0,,,32.99798998265029,117.18911006259536
1836.8244669068752,4.0,3.0,42.0,21.955484444076035,77.31531140728522
2246.227693575775,,,44.0,19.40321139391832,78.63126735128422
,3.0,,,,114.57821969966965
1996.9033535682047,4.0,1.0,,4.677037375476381,215.64423182290238
,3.0,,27.0,,113.16278163609464
1209.0748950915638,,2.0,11.0,37.692411043723006,
,3.0,3.0,16.0,9.565878896707332,25.954401642327774
1875.4722985948401,3.0,2.0,9.0,29.11147585856871,
,,1.0,23.0,21.86694112172634,-21.004793172553228
846.4109058478572,1.0,3.0,6.0,22.530662682888252,102.27545980543421
1018.373157060605,3.0,1.0,18.0,38.095008014807746,
4664.516177073727,,2.0,45.0,34.53797958949463,
,5.0,2.0,37.0,34.12588720019403,
2129.3606512946662,,1.0,41.0,3.025144603915963,132.4187714388016
1800.0876181647968,1.0,3.0,0.0,39.54121861240052,205.38476263410726
,,2.0,,37.82152379439408,158.74152375530886
2031.1072344613908,3.0,3.0,16.0,5.241059841382038,62.02846892292556
2015.189665576014,2.0,2.0,36.0,22.4693264569952,198.35289804486712
2625.3380155154337,1.0,,36.0,2.03121800127676,131.69618148342212
1214.520956571285,1.0,1.0,49.0,5.1576332318678695,113.92630729900534
,5.0,,25.0,,72.24862282076964
1383.82130175363,2.0,1.0,,2.6785992382438026,
1087.5039730764197,3.0,1.0,35.0,11.084618716494779,-10.673908685391027
1371.5773194877763,4.0,1.0,38.0,20.17369934408291,112.88312914931683
974.8905048709548,2.0,2.0,15.0,11.187037512602986,132.72019023877124
,,3.0,7.0,37.41473989527978,79.19322288822764
1756.491424799362,1.0,,10.0,13.650526937335501,184.35005951338178
,5.0,1.0,33.0,28.873964227407196,90.52369235682245
1655.79075169144,3.0,3.0,21.0,31.156689768233704,116.76869527483575
1428.9746364354085,3.0,1.0,17.0,2.9046199564265422,91.32710213567739
1876.0168341336407,1.0,2.0,14.0,,69.7951839562896
1534.820374742678,,2.0,17.0,8.67011915152775,22.259139128711155
1367.2771875521134,3.0,1.0,46.0,11.00539942703237,11.627350139809842
,4.0,3.0,32.0,17.030903527710798,84.36883905989762
2130.410634613381,1.0,3.0,2.0,3.1706425537447522,124.6181009635939
2168.7269128206062,2.0,1.0,14.0,24.868225819007968,122.57522682860723
1004.862655340259,5.0,2.0,16.0,8.47384327196604,-12.51499283012555
,5.0,2.0,36.0,,54.09045996974836
1742.694397294701,,3.0,14.0,,
1380.717490898197,,1.0,47.0,,-5.07054377289586
1708.0619072388129,4.0,3.0,17.0,39.024131150528916,
1433.5994127440126,4.0,,27.0,32.23538173963655,65.46172381459016
2465.4254335241512,2.0,1.0,35.0,,156.3515198521968
1297.0783124443215,3.0,,19.0,24.07011514764404,
955.7457222555355,1.0,2.0,41.0,21.851321883696485,17.28268042439704
4608.627240796081,1.0,3.0,18.0,,209.6074251325458
1574.9669142490802,3.0,3.0,43.0,30.82106002512481,189.2906510512744
1774.8212979001928,3.0,3.0,8.0,28.329390250395992,
1651.8939653930947,3.0,,6.0,5.991199445370073,
,5.0,1.0,27.0,29.267576067019892,16.933516831709824
438.8505584787042,2.0,1.0,49.0,25.51757983897511,
1136.942986241327,4.0,,11.0,1.3818249575852146,76.79666420708617
1204.8375410235678,5.0,3.0,17.0,3.012863646814513,126.65280888518103
1326.0178310325368,,3.0,45.0,22.343655553421144,
1275.8041807695295,1.0,3.0,,4.538642792298948,107.55599879177086
1706.4093808438456,1.0,3.0,46.0,24.672456023604195,
1800.4412543460096,1.0,3.0,45.0,,223.13491263268634
934.1795366244238,5.0,,24.0,,85.14801019230791
1843.402203397339,1.0,1.0,15.0,15.423364365567782,108.57284772673447
1792.8840693335355,4.0,3.0,,29.917548462953686,
,,3.0,38.0,8.471440867213877,56.40634751226869
,3.0,,24.0,26.485684400108898,113.30296876435561
1720.2911501444996,1.0,1.0,7.0,38.92962922642285,127.81805500618694
1541.297709768135,,1.0,34.0,20.06512974809813,100.07667388855916
1980.440037606922,1.0,3.0,20.0,11.88748955999161,65.47008671411578
,2.0,,,13.279082148138523,111.69204778428518
2294.0339427971307,,1.0,20.0,,92.0565341410522
,2.0,,48.0,23.353885174844702,136.30277679676254
1499.0626541371148,3.0,3.0,21.0,,
,,2.0,39.0,22.44611173795909,-21.607366234680782
,1.0,3.0,,27.650333086558398,49.23349610780666
774.6584291975997,,2.0,,,111.82304834469075
5007.703472399322,5.0,3.0,45.0,5.909965837238459,393.02220979342775
2110.2844568572636,,1.0,46.0,9.32104525757997,
1334.435850858764,3.0,,20.0,1.267771496257975,67.04984457771185
2251.2904529047173,5.0,3.0,5.0,8.234880427121842,195.7305399347444
105.94355845749874,4.0,1.0,40.0,33.97329375923377,51.694593769132
1922.2509237125466,3.0,,42.0,26.348272882606835,115.34977112467139
1438.1556335721505,4.0,,25.0,7.284062513557064,101.46210117079374
,3.0,2.0,4.0,2.390748163657171,
,4.0,3.0,38.0,10.724147596267375,60.01343632165553
,,1.0,32.0,28.82220240200683,64.08977977008652
1439.129252371454,3.0,,39.0,,30.48849673178114
618.5511327994627,2.0,1.0,19.0,,1.7419843925316165
2079.0344372199265,3.0,1.0,34.0,21.888380829155338,88.32563100604257
1158.6176400813142,4.0,2.0,,10.188384729535743,
2044.7663286072266,,1.0,,7.581771231595363,151.58515686321527
1464.738291018825,5.0,2.0,45.0,7.162020486339369,
4218.048108381417,4.0,,3.0,38.60588759242577,277.63959995306675
1671.628990488783,1.0,2.0,46.0,,117.2269491390481
1446.6627547208789,2.0,2.0,,,46.34874002424455
1613.1308235343513,3.0,1.0,38.0,,59.60613093024095
763.5111954442119,3.0,3.0,5.0,9.773885932943088,42.43589828002004
1503.0146635855176,4.0,1.0,47.0,5.554815187605505,-14.266026829692692
,3.0,1.0,42.0,37.44790577400288,89.00181927529698
2154.0967819943576,,,1.0,11.94489117413046,185.65554350993412
,4.0,,,8.387488010327928,33.367561806475585
1752.8429256689617,4.0,1.0,12.0,37.065667703227604,33.89429103292946
1623.9899423737693,5.0,3.0,22.0,7.093871996290924,71.90123649260039
1908.594140058704,3.0,3.0,24.0,12.62423192837874,103.60310980846474
1547.076442761106,5.0,3.0,36.0,7.946349384605418,91.24811577942747
,4.0,,4.0,,
2165.315388180324,4.0,,,8.17942139471965,172.36816614424055
1608.198284136005,4.0,3.0,41.0,18.71396217661569,176.9473985394198
,3.0,3.0,,21.697412099437052,117.71094530965989
1987.193101672247,5.0,1.0,,7.544596473730123,137.37784598008747
,3.0,1.0,23.0,28.948865512001625,83.51951258303822
1416.4998628214203,2.0,,48.0,21.884999979547043,-36.04668678556182
2464.916216999511,2.0,,26.0,24.421245562497653,129.06165152309276
1595.741162719956,2.0,2.0,30.0,13.453535291555282,2.9561718705002136
,2.0,1.0,45.0,,-4.461598430236386
899.9783610074883,4.0,2.0,,32.07103698086126,166.59399918496484
1987.0662176288783,5.0,1.0,39.0,,112.85606015067015
,1.0,1.0,18.0,,102.03631772572726
1103.9540247355083,1.0,1.0,39.0,29.917948368386227,
,,,2.0,35.13781966682719,54.39125615382767
1579.8743475279605,,1.0,2.0,18.491421031242705,
669.7624646185216,3.0,3.0,13.0,38.926229783073644,
1794.342777355406,3.0,1.0,21.0,21.577376805197755,
2166.5953514216167,2.0,2.0,5.0,31.950508002542502,125.0671194419783
2779.9251153162354,2.0,2.0,22.0,4.007101177119384,136.52716441292367
1517.4512820310022,3.0,3.0,37.0,,40.89625379621096
1616.3248291052732,1.0,3.0,34.0,24.957594813731017,71.93463581724696
2303.298402617402,1.0,2.0,9.0,16.029449968538877,
1584.3611334682396,,1.0,40.0,30.79726809233462,71.82861900593323
1637.6709315399614,1.0,1.0,18.0,23.30054857347486,56.05109187403537
1184.6908042847122,3.0,3.0,19.0,,62.62392276164946
802.8124436434052,2.0,1.0,40.0,7.534372769919999,
,3.0,3.0,,,188.39124294778395
863.2148815938781,3.0,2.0,46.0,22.243261737130812,89.59673829651467
2070.3281214737317,4.0,2.0,0.0,29.763182402418554,139.26274474030657
,1.0,3.0,29.0,28.420894395896656,37.03747170275242
1632.6169791991495,1.0,2.0,3.0,25.29226466128075,
1313.8641343208571,3.0,,44.0,7.200896679645075,
2087.30011897867,4.0,1.0,41.0,38.78254493056213,
1650.4232011032905,3.0,3.0,,,
2479.547676253571,5.0,,,7.386424899679211,154.46763569429825
958.1611603202091,5.0,1.0,3.0,32.36197963523149,89.6837165293371
1706.9315407678785,1.0,2.0,,6.505484242920888,
,3.0,3.0,24.0,11.565613561021067,95.79549308423108
,,2.0,38.0,22.955044093920627,
7391.4843808677915,,,21.0,,
1792.659015046143,5.0,3.0,26.0,,168.43626279801077
926.2372956613965,3.0,2.0,,27.527119810163644,13.301800291315026
1766.7554091699144,,,24.0,,154.25390879404736
,1.0,1.0,10.0,14.672319147681902,
1263.3225149646048,,3.0,9.0,10.575235991473821,78.18270330466537
2022.9286640166843,5.0,,30.0,37.48910349719956,84.68006909182438
1198.8300084868856,,,19.0,,86.43943276045411
1310.1348362099322,,,2.0,3.6997660515361335,91.04820827103934
,1.0,1.0,19.0,16.972937140191018,
1973.092948372694,,3.0,,15.579569526486154,145.88698974605492
1790.7949014305946,,1.0,,6.670298567446588,22.960578458636505
1382.7925440410643,3.0,,34.0,29.589639636924634,124.7355995766211
1363.9117671563033,,1.0,35.0,8.30003815997993,37.40537152646161
,1.0,3.0,7.0,34.06944503144903,335.7439142752038
1120.0824557036685,1.0,,,37.579437892007675,30.542401585056492
1172.8094570897533,5.0,1.0,31.0,4.409591087552007,105.14856188133898
1425.3545291262772,1.0,2.0,5.0,26.76039678189666,60.93631973053793
,2.0,2.0,32.0,,
1162.2652831067842,4.0,3.0,,20.982159487722353,175.67614106171794
,5.0,3.0,3.0,25.839544189520982,16.399028331404075
473.80079751169706,,1.0,17.0,36.27548741432581,48.48082712468117
1800.2855471552537,4.0,2.0,30.0,30.502008859989306,18.65070177907866
711.2756030864973,3.0,3.0,40.0,26.17349271787681,16.366267289258168
1046.7052389178214,4.0,2.0,21.0,17.682089498374353,178.00215543793252
,3.0,,37.0,,11.555768283673231
447.53578521051895,3.0,3.0,35.0,8.951646335477212,60.446844225212516
1547.96020619762,,2.0,7.0,9.462959969479465,
,1.0,1.0,,34.70403420357928,12.727463397277106
2262.722118220139,1.0,3.0,0.0,5.673153775252114,103.23462719229917
1039.9534457551931,4.0,1.0,3.0,5.522908156746087,121.05504574485835
1187.9875748800675,,3.0,32.0,1.8301817479685236,
2402.2181617013007,1.0,3.0,9.0,29.3319638704422,27.99513936356182
1487.469927709201,3.0,3.0,29.0,1.2083953321335397,154.4531575771631
,4.0,1.0,5.0,36.88318259751984,54.66980614949173
1141.2570813463863,1.0,2.0,12.0,38.87893071882761,35.816974533799716
1013.7218382162672,,,42.0,10.128702979601496,-19.671571608040743
1280.1638972870037,1.0,3.0,31.0,,77.28053104993532
,3.0,3.0,,38.588750797997236,137.23061078606594
1943.8830342867318,5.0,2.0,46.0,9.160663703539159,107.01446658382892
912.8648485873277,4.0,3.0,,21.90208786947271,55.832684226907084
1607.2930373521176,3.0,,,26.309332924501874,
1298.920132463741,3.0,2.0,20.0,,62.07910490823114
1891.220202052221,2.0,2.0,20.0,33.99290516554647,
1421.8201363853502,3.0,1.0,,19.870205055942467,
1685.7623408998836,2.0,3.0,,21.362540589819446,88.21019922046068
1420.6973965207503,3.0,2.0,31.0,39.96097519565956,-0.9738351150138911
,1.0,1.0,,22.869023006637732,-7.1361018569715995
1523.5012226843223,4.0,2.0,49.0,8.712241141021824,62.3366864473299
864.1265252349566,5.0,2.0,37.0,7.541454164689352,132.5350482983549
1873.5642058384205,2.0,3.0,49.0,34.8394595618792,46.74905026673974
1160.0860538001061,,,36.0,,
1197.4936719635052,,1.0,45.0,37.9348413322961,-26.281483671685216
1495.5485874938488,2.0,3.0,,32.416474923168025,88.72774065231835
,,3.0,26.0,37.8407525017773,
1415.1280911004355,2.0,,9.0,22.90450650449154,77.44158233380163
6275.368547538512,5.0,,26.0,,423.2902833044035
2324.408930742904,4.0,2.0,49.0,34.1840631104174,178.2333692200989
2357.7342960849955,,3.0,22.0,23.601781477541635,304.83363586004884
1382.8406377206163,1.0,2.0,34.0,34.84293110533474,37.24360337713691
759.0207719485727,3.0,2.0,30.0,,38.11925329622219
2110.0392571191396,3.0,1.0,48.0,34.42426511983377,169.2782740814464
,,1.0,39.0,8.82290371337286,48.3126529994113
,3.0,3.0,23.0,,-13.015111480493232
1814.1600514275851,3.0,,,6.648966438121667,
697.7817997436739,5.0,1.0,,6.400192627328162,64.00156798428053
2314.560602666249,,3.0,15.0,5.057256910129429,128.80248102634795
1937.4811645516538,2.0,1.0,,21.866141318299327,103.38957968187842
,,1.0,,27.350041133164485,139.19751088975627
1945.4583752393455,3.0,1.0,25.0,9.248683764629776,178.78155996638677
1778.4762696636737,5.0,3.0,1.0,36.68306511314415,90.81567475395731
1558.414057784539,3.0,1.0,7.0,4.879303181377613,19.521862857714567
1346.1128389277198,5.0,1.0,3.0,5.2537963553149565,113.77061041132502
1130.4288628221088,5.0,,8.0,35.47089373240078,143.04468165496772
1643.6071404516838,3.0,2.0,2.0,,-5.354566452967617
1680.6015298858374,3.0,1.0,30.0,8.128551489504968,1.967690471539143
,3.0,2.0,9.0,39.43127199995091,109.04587510164679
,1.0,2.0,,2.2833627666368943,59.77413980362205
2970.2391525492876,4.0,2.0,,5.231884898384239,409.0245201157092
711.883576301672,4.0,3.0,5.0,12.00018472442706,23.72240471316892
,5.0,,39.0,29.64661777195927,123.22417017275589
,1.0,2.0,22.0,,142.22979879015537
1450.9542086032002,1.0,3.0,34.0,32.09404035637949,-16.00877889559024
734.743551322188,2.0,2.0,,22.261252308100236,
2037.232570267754,,,,24.38283911759302,64.59419889301702
2036.3148731168912,,1.0,11.0,,148.24933339449586
1088.3574176927546,1.0,2.0,30.0,15.980888517063711,126.37910739701728
1902.991055811077,3.0,,35.0,4.764513305587385,131.38510192011407
1976.415430905828,5.0,1.0,12.0,5.626420331248925,
1519.2235383238465,,,12.0,28.188376898876342,-0.6928036722929747
1025.7506869029617,3.0,2.0,25.0,1.968634504068726,
2306.690767630512,5.0,2.0,1.0,18.648265916537902,194.14859616058695
1690.4607168861132,1.0,2.0,44.0,26.82434101966133,36.41248182507371
1374.4812723939788,2.0,3.0,21.0,19.815759398847735,107.04395998368861
1886.4226978364543,2.0,1.0,8.0,,64.7561114843202
2311.104243925076,4.0,3.0,27.0,,
1251.4199266555672,2.0,2.0,,19.564603211212024,
,1.0,,,12.411459060601395,
2471.580085362354,4.0,3.0,9.0,7.631408447596902,
2524.129544957454,5.0,1.0,49.0,24.96703417133256,209.52186762096025
1225.3732056359686,2.0,1.0,21.0,,46.05572537192167
1201.0724597038975,4.0,,17.0,11.310578460165473,116.45806918379118
1420.8364314753899,1.0,2.0,17.0,35.10918808317278,180.76843796434022
1395.0131320579026,1.0,1.0,27.0,,-12.856518196088437
,,3.0,,,48.92959308733185
,,3.0,26.0,34.12834191252947,-13.496882163617911
,5.0,2.0,10.0,,71.91880780708111
,1.0,2.0,49.0,33.94801901695981,68.8850488603352
1577.4559298668553,1.0,1.0,3.0,8.760262201095795,
1937.0399045800998,,2.0,36.0,21.224306992908875,56.30269982832609
1704.6775124628202,4.0,2.0,43.0,8.996308012409992,
1885.9233177803817,5.0,1.0,26.0,,37.47404631084062
928.52398022925,2.0,2.0,39.0,36.95766897729673,-2.8559134532066466
1308.2918444421086,,,,,27.26243882714239
2424.1899754417227,1.0,,26.0,39.72623973649408,56.44093203206811
1696.0390232758348,,,22.0,11.564810448954713,44.68874783919486
1873.6964807731583,4.0,3.0,49.0,,80.07126032509093
1636.3673685813972,3.0,1.0,1.0,38.70793541530678,105.15370784081662
1712.6679284643928,,2.0,42.0,,96.3883821223265
1384.5479742359132,1.0,3.0,2.0,27.984027198400376,118.1297943414208
,1.0,1.0,39.0,29.97180055471648,137.60558268933042
1301.922038795151,5.0,3.0,29.0,13.883045533661923,13.976404085328355
1480.8393911284243,,3.0,12.0,,83.78465561992296
,2.0,3.0,7.0,6.6423013601197916,128.81550122402902
2053.1333287973607,,,18.0,24.531220829080073,129.7947467436509
1223.8735251575365,1.0,2.0,44.0,36.97382974372665,89.96823169123618
4001.4736734338458,3.0,3.0,,30.832979421087217,361.6319243386811
4105.08847793359,2.0,3.0,7.0,39.455815078340706,106.59670693921088
,3.0,3.0,44.0,39.68091516188491,102.2634268073502
,,,35.0,,198.95815468206834
,4.0,3.0,44.0,,110.17719214229423
,1.0,,28.0,33.137908760169275,
1422.8973442570586,1.0,2.0,32.0,30.85685576676775,92.14156620419564
1416.0613867268603,,2.0,25.0,31.222206916822294,47.29778043100594
2154.2592261630084,2.0,2.0,,,68.0037784873369
,3.0,,,,28.199047206719655
1943.7211592232948,5.0,,4.0,33.89420052201031,
1133.775559444112,2.0,2.0,34.0,37.801408973969885,95.67637382809659
2128.410415924182,5.0,3.0,,31.313471394227772,56.696778426234914
2065.822254597944,5.0,2.0,48.0,,54.45429144380789
1223.2978355992175,5.0,3.0,35.0,,49.42671772732721
2261.9260085999017,1.0,3.0,26.0,,31.339145597291733
4507.568985516817,,3.0,48.0,37.860800107713956,
,,2.0,20.0,,14.020698994475815
2050.762993076586,,1.0,10.0,8.467093165938532,112.87293194767088
1440.240609784962,,3.0,1.0,,134.27113188068878
1988.4607822874914,4.0,3.0,1.0,1.8786903466638876,
1122.8989186379044,3.0,2.0,,16.85362311050545,114.2410750112972
869.1149941264788,5.0,1.0,8.0,7.981684301187565,133.11626069712506
2115.935894311985,,2.0,1.0,5.962811153226359,142.12908801514544
796.3657183021163,,3.0,,29.438229384737085,101.86761838261144
719.4847442813182,2.0,3.0,,30.71870594013028,24.672046197594533
537.2065546178237,5.0,2.0,14.0,,12.217605195220248
102.76385084621074,4.0,2.0,17.0,26.968650096541147,-3.193120109873628
980.447808367805,5.0,2.0,26.0,21.185627039300744,119.21123006150276
415.2960207939818,4.0,1.0,29.0,,
1482.1972576950852,2.0,3.0,42.0,39.14345215449757,1.335613753243372
381.79132483767626,5.0,2.0,7.0,,66.69790072480325
952.8632904120051,4.0,1.0,18.0,35.501206562338396,68.02291191565766
2666.0309981048285,4.0,3.0,,30.721784995080473,150.04475450227463
1672.562120306036,,,49.0,30.87270471998632,118.41652312096905
1526.4028377038633,4.0,2.0,43.0,,23.055147868087573
689.6240098400714,5.0,3.0,,5.383049109754545,73.15621652491109
,1.0,3.0,,33.05407575726597,107.03915366597056
1524.0542815683086,,2.0,17.0,,
697.4096021064705,4.0,3.0,41.0,4.048972723972092,22.663981640499244
1563.0903404403093,1.0,1.0,20.0,,31.598134008064648
2095.6162285325495,,2.0,32.0,8.302867329501732,112.32672914281076
1325.87094058031,,3.0,9.0,22.711169557206656,52.591939835783265
1401.3818157978576,4.0,,,10.732913581595554,60.039358544879
478.9517922522883,1.0,1.0,13.0,25.897620764234457,24.09793279680087
800.3830656952066,1.0,2.0,16.0,31.27012808375986,63.97611421522751
,2.0,1.0,,2.9370413515307363,
,,1.0,32.0,3.8635666440956875,88.85264535076138
,1.0,1.0,11.0,,98.01754851507904
1153.7084420143215,3.0,1.0,33.0,,79.89493923398277
1471.266936499585,5.0,,8.0,,44.214076703481226
920.7920445671042,2.0,2.0,,10.277543296637903,-7.585407213635527
1563.2582529851177,4.0,2.0,31.0,17.333349056019543,
819.9961614384704,,3.0,,,119.75985458046588
,4.0,,6.0,27.889066624143798,
971.4721113301987,3.0,3.0,42.0,,40.2448685854927
2160.1341594660503,,1.0,,22.465504230966012,14.2751042312117
,2.0,1.0,28.0,,139.46838493221557
1077.1777858023852,,3.0,,8.997765231884745,113.62471652917532
1955.7303047911578,1.0,2.0,24.0,21.9934973212716,115.13374082557137
812.7515604484438,3.0,3.0,38.0,26.113125812815536,
1226.4671774912954,5.0,3.0,29.0,21.0941498729447,38.400500870486354
1499.9622366946924,2.0,1.0,45.0,6.227564805777907,128.43333017231993
1439.4165983558955,,2.0,25.0,7.553624126033022,
495.70726581468705,4.0,,16.0,31.749813976894366,103.7031699516605
3545.886740413726,5.0,1.0,6.0,9.342717315797142,270.34308489266056
1584.1171712117161,1.0,3.0,30.0,5.1072137029477656,56.15011727878765
840.0542203200448,4.0,3.0,10.0,7.386017984062619,65.33463365198928
2133.2146493329233,4.0,3.0,32.0,36.05025823967151,
1747.590444392993,4.0,3.0,,25.314565167557163,168.3492855871191
1242.8798046444647,2.0,2.0,47.0,,-7.641972934960485
,4.0,2.0,18.0,,10.543649954257958
,5.0,,,25.53325065969649,131.0767070106617
1967.9942254381585,4.0,2.0,,,69.66130578457111
1690.109572433086,2.0,,47.0,21.307036703391496,63.315482169220736
792.2406147828619,3.0,2.0,49.0,,85.95013342562044
2314.8056593229794,,3.0,,,109.38483023409437
,2.0,1.0,15.0,9.92284539056669,32.43969577022774
,5.0,3.0,27.0,,176.61719325321178
1225.1509653956077,3.0,3.0,29.0,20.35932520877867,109.16108664838455
1406.0480306116135,1.0,,40.0,23.330559935807987,
2430.14757692819,4.0,2.0,38.0,28.37385655829356,87.01929008116092
3979.2086732144276,4.0,1.0,0.0,12.86686607675681,349.72108723692185
1881.580257077258,5.0,2.0,,12.244447016372803,70.61914112832687
596.189361378714,1.0,3.0,1.0,4.278032580543963,
1342.9628128788627,3.0,1.0,41.0,13.383562054102562,
,2.0,2.0,42.0,14.495606177576262,67.51067926881211
1551.7840186616643,4.0,,41.0,,51.34175643850809
910.5315229832872,3.0,1.0,,17.229695987506798,50.86191596283907
908.9235543364698,,3.0,40.0,28.21446012023817,100.3431848583551
2044.5826912291918,2.0,,12.0,18.658551723971986,143.24325991292523
887.7354535918545,5.0,1.0,,33.78387400083245,-66.24820345439736
2004.3254781542182,,,,21.700472140836823,
1258.817342445754,2.0,2.0,13.0,23.92109078936062,
2039.8981751504678,4.0,3.0,9.0,28.18938351231056,27.31377361766239
1289.460747297493,5.0,,38.0,27.331933472496146,83.19672377909055
,3.0,3.0,30.0,37.43116480952727,129.27656406079086
1928.2774281967309,3.0,3.0,13.0,29.8799370656865,54.876949293950425
1491.3043888849013,4.0,1.0,1.0,38.26019971084546,93.4617101294933
2224.2882926622256,1.0,1.0,41.0,14.337534009986337,
1946.100042568919,2.0,3.0,48.0,38.94459529723278,
1385.2866855281018,2.0,2.0,36.0,24.3596367778046,42.19212964645308
1275.166199168513,3.0,1.0,10.0,13.086339891798536,114.73472922299274
1511.6861716436242,,3.0,36.0,6.376016993780507,73.92168296836769
1595.1050089295948,1.0,1.0,31.0,21.18325901039156,81.85494478033294
1059.1257366340956,5.0,2.0,19.0,38.54299196093187,
1920.9697865122885,1.0,1.0,11.0,,77.27560528974335
1301.3182540948012,5.0,3.0,6.0,30.120667585226617,66.25008670842368
,5.0,1.0,5.0,3.123230685665768,
,4.0,2.0,45.0,31.170441172323603,20.81731025180013
1615.5086336716856,,,37.0,,69.67054674357604
1153.9736991395723,5.0,2.0,35.0,33.664109956976105,105.59383528943168
1567.485054995147,5.0,3.0,6.0,,101.24674223526078
2883.3015355509356,,3.0,,16.363325712412795,
1473.1952699643289,1.0,3.0,42.0,14.149234683196482,132.2579878940981
1282.997630850676,,3.0,32.0,31.115768175686128,53.526981707319855
666.1553859260495,1.0,1.0,49.0,30.636685161842294,56.69946778832906
1525.1109623820346,4.0,1.0,,20.500730833353057,78.01332713144456
,2.0,1.0,27.0,15.184879430522601,58.99260915341726
1312.2209405142137,,3.0,13.0,5.030745508108797,
3515.2015096665787,3.0,3.0,3.0,6.915405123991825,265.10707712834835
634.5052750889241,4.0,2.0,49.0,,142.6528139208532
1578.7313761992293,4.0,3.0,11.0,31.209682787481185,
1652.2575877130223,,,17.0,36.89816100093346,141.34196291751243
851.4499901666742,3.0,2.0,9.0,2.2997600349405065,97.26341727150694
4402.647089260496,,2.0,11.0,32.013295109222696,279.6824490419101
584.6668189110977,2.0,2.0,,11.769644641808496,137.3513544266163
2287.7504679212025,1.0,3.0,1.0,21.07905506349589,216.10604185749725
,,1.0,35.0,28.032849672218344,
1410.2057495104489,,2.0,9.0,14.065080020813571,148.27605059412838
,1.0,,43.0,39.313310048697524,
2065.721804032884,1.0,,29.0,39.43848264883153,
1452.9172240396945,,2.0,16.0,27.20970490173396,
1665.4083856378766,4.0,2.0,,39.36523245524414,
2259.314780182747,5.0,2.0,,5.589425207010778,195.1020305508877
,,,,1.4708005749094517,47.18035160632278
953.682337746634,1.0,2.0,32.0,34.20545418792031,
,4.0,1.0,31.0,28.00577605589196,135.0503425779554
2214.3319172196493,3.0,1.0,,13.168696374792246,
1545.7141542570284,2.0,3.0,22.0,21.46034997369076,115.99322662175157
1248.834355865163,2.0,1.0,25.0,,8.401459418854738
1986.8221898995794,5.0,3.0,14.0,18.686761733507552,91.38507754967084
1998.9786928385802,1.0,2.0,30.0,23.228664866848824,74.75325899142865
1262.1761160467806,,3.0,36.0,21.146079510579558,-15.608162502617006
1014.0315814572748,,,9.0,24.96877353319967,
,2.0,1.0,48.0,13.96093790354773,56.637645758755255
603.0555395368815,4.0,3.0,20.0,22.927087027768717,
1367.5067740770016,4.0,2.0,38.0,34.660859355391146,58.89733043098057
,2.0,1.0,35.0,15.098981188468233,-2.1010641907802423
2429.237204903093,4.0,2.0,23.0,11.959241037916014,175.44214654600387
1529.268877347512,4.0,2.0,6.0,20.06552903306157,61.25088569409106
528.9252283744199,5.0,,23.0,,49.66728149076627
2209.3646377550313,2.0,1.0,19.0,36.23375665698178,
1580.855154708798,1.0,3.0,43.0,24.663219441207733,32.887204063805946
1852.4897401865528,1.0,3.0,,29.91770259994351,73.58075676377871
1841.0173884167052,5.0,,,,
1648.2782836432696,,,49.0,4.82425991231714,168.32331336337307
1761.6713152172717,5.0,3.0,15.0,,157.13494134282232
1619.3803358648527,,3.0,48.0,,67.31909977077433
946.8070470172814,2.0,2.0,19.0,3.568914623668594,
1683.366099071237,2.0,2.0,23.0,31.985278706876667,
,5.0,3.0,,,
1394.971793677091,2.0,1.0,3.0,,-46.63685403869273
1775.6511090348777,,3.0,,,182.7248130342913
6037.027545291184,4.0,,8.0,28.017759888877997,
2407.826031959554,,,,13.903756730946496,44.2530607759803
1373.6248496501198,3.0,1.0,18.0,19.566976285822207,39.92728970317186
,5.0,2.0,34.0,23.66512634706291,66.8647613562038
1441.5341299266252,4.0,3.0,43.0,1.1732005696928252,53.71750279515773
1448.804462448155,2.0,2.0,7.0,6.511388754520972,22.130996501380736
363.6911445228491,3.0,2.0,27.0,16.2055872205227,31.884495895150316
